state,region,facility,ward,role_qualifier,item_label,delivery,required,source_row,raw_type,flags
SA,BAROSSA HILLS LHN,,,,MR,individual,True,60,√,
SA,BAROSSA HILLS LHN,,,,OVA,individual,True,61,√,
SA,BAROSSA HILLS LHN,,,,PF,individual,True,62,√,
SA,TANUNDA,TANUNDA,,,Placement Declaration (only provided to facility upon request),individual,True,69,√,
SA,TANUNDA,TANUNDA,,,SA WWCC Receipt,individual,True,70,√,
SA,TANUNDA,TANUNDA,,,NPC,individual,True,71,√,
SA,TANUNDA,TANUNDA,,,AHPRA,individual,True,72,√,
SA,TANUNDA,TANUNDA,,,Hep B,individual,True,74,√,
SA,TANUNDA,TANUNDA,,,MMR,individual,True,75,√,
SA,TANUNDA,TANUNDA,,,Varicella,individual,True,76,√,
SA,TANUNDA,TANUNDA,,,dTpa,individual,True,77,√,
SA,TANUNDA,TANUNDA,,,TB,individual,True,78,√,
SA,TANUNDA,TANUNDA,,,ALS or PALS if on file,individual,True,79,√,
SA,TANUNDA,TANUNDA,,,ANTT,individual,True,81,√,
SA,TANUNDA,TANUNDA,,,BLS,individual,True,82,√,
SA,TANUNDA,TANUNDA,,,CBS (2 yearly),individual,True,83,√,
SA,TANUNDA,TANUNDA,,,CC,individual,True,84,√,
SA,TANUNDA,TANUNDA,,,CTP,individual,True,85,√,
SA,TANUNDA,TANUNDA,,,Fire,individual,True,86,√,
SA,TANUNDA,TANUNDA,,,HH,individual,True,87,√,
SA,TANUNDA,TANUNDA,,,MH,individual,True,88,√,
SA,TANUNDA,TANUNDA,,,MM,individual,True,89,√,
SA,TANUNDA,TANUNDA,,,MR,individual,True,90,√,
SA,TANUNDA,TANUNDA,,,OVA,individual,True,91,√,
SA,TANUNDA,TANUNDA,,,PF,individual,True,92,√,
SA,EYRE AND FAR NORTH LHN,,,,Annexure A CRFS Form - Part B including all relevant compliance information,individual,True,114,√,
SA,EYRE AND FAR NORTH LHN,,,,Photo ID (Drivers Licence or Passport) - attached in the CRFS form (drag and drop to attach into the table),individual,True,115,√,
SA,EYRE AND FAR NORTH LHN,,,,Placement Declaration,individual,True,116,√,
SA,EYRE AND FAR NORTH LHN,,,,"Training/Competencies - add ""All relevant training/competencies are valid and available upon request"" to the CRFS",individual,True,117,√,
SA,EYRE AND FAR NORTH LHN,,,,CRC within last 12 months information,individual,True,118,√,
SA,EYRE AND FAR NORTH LHN,,,,SA WWCC Clearance or Receipt with interstate WWCC,individual,True,119,√,
SA,EYRE AND FAR NORTH LHN,,,,Required for all sites EXCEPT Port Lincoln - NDIS Clearance (will not allow nurses to start with only a receipt),individual,True,120,√,
SA,EYRE AND FAR NORTH LHN,,,,Completed CRFS and attachments to be sent to nurses@  ynursing.com.au,individual,True,121,√,
SA,EYRE AND FAR NORTH LHN,,,,Staff Health Screening Form,individual,True,123,√,
SA,EYRE AND FAR NORTH LHN,,,,Hep B,individual,True,125,√,
SA,EYRE AND FAR NORTH LHN,,,,MMR,individual,True,126,√,
SA,EYRE AND FAR NORTH LHN,,,,Varicella,individual,True,127,√,
SA,EYRE AND FAR NORTH LHN,,,,dTpa,individual,True,128,√,
SA,EYRE AND FAR NORTH LHN,,,,TB,individual,True,129,√,
SA,EYRE AND FAR NORTH LHN,,,,ANTT,individual,True,131,√,
SA,EYRE AND FAR NORTH LHN,,,,BLS,individual,True,132,√,
SA,EYRE AND FAR NORTH LHN,,,,CBS (2 yearly),individual,True,133,√,
SA,EYRE AND FAR NORTH LHN,,,,CC,individual,True,134,√,
SA,EYRE AND FAR NORTH LHN,,,,CTP,individual,True,135,√,
SA,EYRE AND FAR NORTH LHN,,,,Fire,individual,True,136,√,
SA,EYRE AND FAR NORTH LHN,,,,HH,individual,True,137,√,
SA,EYRE AND FAR NORTH LHN,,,,MH,individual,True,138,√,
SA,EYRE AND FAR NORTH LHN,,,,MM,individual,True,139,√,
SA,EYRE AND FAR NORTH LHN,,,,MR,individual,True,140,√,
SA,EYRE AND FAR NORTH LHN,,,,OVA,individual,True,141,√,
SA,EYRE AND FAR NORTH LHN,,,,PF,individual,True,142,√,
SA,EYRE AND FAR NORTH LHN,,,,Port Lincoln Maternity - FSEP (highly desirable),individual,True,143,√,
SA,KANGAROO ISLAND HEALTH SERVICE,KANGAROO ISLAND HEALTH SERVICE,,,Placement Declaration (only provided to facility upon request),individual,True,149,√,
SA,KANGAROO ISLAND HEALTH SERVICE,KANGAROO ISLAND HEALTH SERVICE,,,Hep B,individual,True,151,√,
SA,KANGAROO ISLAND HEALTH SERVICE,KANGAROO ISLAND HEALTH SERVICE,,,MMR,individual,True,152,√,
SA,KANGAROO ISLAND HEALTH SERVICE,KANGAROO ISLAND HEALTH SERVICE,,,Varicella,individual,True,153,√,
SA,KANGAROO ISLAND HEALTH SERVICE,KANGAROO ISLAND HEALTH SERVICE,,,dTpa,individual,True,154,√,
SA,KANGAROO ISLAND HEALTH SERVICE,KANGAROO ISLAND HEALTH SERVICE,,,TB,individual,True,155,√,
SA,KANGAROO ISLAND HEALTH SERVICE,KANGAROO ISLAND HEALTH SERVICE,,,SA WWCC Clearance (facility can apply for an exemption if needed however no guarantee this is granted and the nurse wouldn't be able to provide care to any patient under 18),individual,True,156,√,
SA,KANGAROO ISLAND HEALTH SERVICE,KANGAROO ISLAND HEALTH SERVICE,,,CRC,individual,True,157,√,
SA,KANGAROO ISLAND HEALTH SERVICE,KANGAROO ISLAND HEALTH SERVICE,,,AHPRA,individual,True,158,√,
SA,KANGAROO ISLAND HEALTH SERVICE,KANGAROO ISLAND HEALTH SERVICE,,,ANTT,individual,True,160,√,
SA,KANGAROO ISLAND HEALTH SERVICE,KANGAROO ISLAND HEALTH SERVICE,,,BLS,individual,True,161,√,
SA,KANGAROO ISLAND HEALTH SERVICE,KANGAROO ISLAND HEALTH SERVICE,,,CBS (2 yearly),individual,True,162,√,
SA,KANGAROO ISLAND HEALTH SERVICE,KANGAROO ISLAND HEALTH SERVICE,,,CC,individual,True,163,√,
SA,KANGAROO ISLAND HEALTH SERVICE,KANGAROO ISLAND HEALTH SERVICE,,,CTP,individual,True,164,√,
SA,KANGAROO ISLAND HEALTH SERVICE,KANGAROO ISLAND HEALTH SERVICE,,,Fire,individual,True,165,√,
SA,KANGAROO ISLAND HEALTH SERVICE,KANGAROO ISLAND HEALTH SERVICE,,,HH,individual,True,166,√,
SA,KANGAROO ISLAND HEALTH SERVICE,KANGAROO ISLAND HEALTH SERVICE,,,MH,individual,True,167,√,
SA,KANGAROO ISLAND HEALTH SERVICE,KANGAROO ISLAND HEALTH SERVICE,,,MM,individual,True,168,√,
SA,KANGAROO ISLAND HEALTH SERVICE,KANGAROO ISLAND HEALTH SERVICE,,,MR,individual,True,169,√,
SA,KANGAROO ISLAND HEALTH SERVICE,KANGAROO ISLAND HEALTH SERVICE,,,OVA,individual,True,170,√,
SA,KANGAROO ISLAND HEALTH SERVICE,KANGAROO ISLAND HEALTH SERVICE,,,PF,individual,True,171,√,
SA,LIMESTONE COAST LHN,,,,Placement Declaration,individual,True,181,√,
SA,LIMESTONE COAST LHN,,,,Photo ID,individual,True,182,√,
SA,LIMESTONE COAST LHN,,,,Mobile,individual,True,183,√,
SA,LIMESTONE COAST LHN,,,,Mask Fit Test (MFT) - Staff can book in on-site if needed,individual,True,184,√,
SA,LIMESTONE COAST LHN,,,Mount Gambier Only,SA WWCC Clearance,individual,True,185,√,
SA,LIMESTONE COAST LHN,,,Mount Gambier - Chemotherapy Only,ADAC Level 4 - request SA Health Moodle access with nurse's email and DOB from the facility,individual,True,186,√,
SA,LIMESTONE COAST LHN,,,,Mount Gambier Maternity - FSEP (highly desirable),individual,True,187,√,
SA,LIMESTONE COAST LHN,,,,ANTT,individual,True,189,√,
SA,LIMESTONE COAST LHN,,,,BLS,individual,True,190,√,
SA,LIMESTONE COAST LHN,,,,CBS (2 yearly),individual,True,191,√,
SA,LIMESTONE COAST LHN,,,,CC,individual,True,192,√,
SA,LIMESTONE COAST LHN,,,,CTP,individual,True,193,√,
SA,LIMESTONE COAST LHN,,,,Fire,individual,True,194,√,
SA,LIMESTONE COAST LHN,,,,HH,individual,True,195,√,
SA,LIMESTONE COAST LHN,,,,MH,individual,True,196,√,
SA,LIMESTONE COAST LHN,,,,MM,individual,True,197,√,
SA,LIMESTONE COAST LHN,,,,MR,individual,True,198,√,
SA,LIMESTONE COAST LHN,,,,OVA,individual,True,199,√,
SA,LIMESTONE COAST LHN,,,,PF,individual,True,200,√,
SA,NGANAMPA HEALTH COUNCIL,NGANAMPA HEALTH COUNCIL,,,Full legal name,individual,True,209,√,
SA,NGANAMPA HEALTH COUNCIL,NGANAMPA HEALTH COUNCIL,,,DOB,individual,True,210,√,
SA,NGANAMPA HEALTH COUNCIL,NGANAMPA HEALTH COUNCIL,,,Mobile Phone,individual,True,211,√,
SA,NGANAMPA HEALTH COUNCIL,NGANAMPA HEALTH COUNCIL,,,Email Address,individual,True,212,√,
SA,NGANAMPA HEALTH COUNCIL,NGANAMPA HEALTH COUNCIL,,,Where the nurse will fly from and return to (Placement Specialist to confirm this as Travel aren’t involved with the Nganampa travel),individual,True,213,√,
SA,NGANAMPA HEALTH COUNCIL,NGANAMPA HEALTH COUNCIL,,,ALS/BLS,individual,True,214,√,
SA,NGANAMPA HEALTH COUNCIL,NGANAMPA HEALTH COUNCIL,,,Vaccine Provider Certificate,individual,True,215,√,
SA,NGANAMPA HEALTH COUNCIL,NGANAMPA HEALTH COUNCIL,,,HPI-I Number Form,individual,True,216,√,
SA,NGANAMPA HEALTH COUNCIL,NGANAMPA HEALTH COUNCIL,,,AHPRA,individual,True,217,√,
SA,NGANAMPA HEALTH COUNCIL,NGANAMPA HEALTH COUNCIL,,,"CRC within the last 12 months - only send details to facility (Provider, Reference Number, Issue Date)",individual,True,218,√,
SA,NGANAMPA HEALTH COUNCIL,NGANAMPA HEALTH COUNCIL,,,Current Drivers Licence,individual,True,219,√,
SA,NGANAMPA HEALTH COUNCIL,NGANAMPA HEALTH COUNCIL,,,Hep B (Serology),individual,True,221,√,
SA,NGANAMPA HEALTH COUNCIL,NGANAMPA HEALTH COUNCIL,,,MMR (Serology or Doses),individual,True,222,√,
SA,NGANAMPA HEALTH COUNCIL,NGANAMPA HEALTH COUNCIL,,,Varicella (Serology or Doses),individual,True,223,√,
SA,NGANAMPA HEALTH COUNCIL,NGANAMPA HEALTH COUNCIL,,,dTpa,individual,True,224,√,
SA,NGANAMPA HEALTH COUNCIL,NGANAMPA HEALTH COUNCIL,,,TB,individual,True,225,√,
SA,NGANAMPA HEALTH COUNCIL,NGANAMPA HEALTH COUNCIL,,,COVID x 3,individual,True,226,√,
SA,NGANAMPA HEALTH COUNCIL,NGANAMPA HEALTH COUNCIL,,,Annual Flu),individual,True,227,√,
SA,NGANAMPA HEALTH COUNCIL,NGANAMPA HEALTH COUNCIL,,,Nursing Qualifications,individual,True,228,√,
SA,NGANAMPA HEALTH COUNCIL,NGANAMPA HEALTH COUNCIL,,,SA WWCC - Nothing for   y to action. Nganampa will work with nurses directly to apply for this,individual,True,229,√,
SA,FLINDERS AND UPPER NORTH LHN,,,,"Whyalla Chemo - ADAC & CVAD Certificates within last 2 years. If nurse is unable to complete CVAD prior to commencing, they can assess them onsite",zip,True,244,√,
SA,FLINDERS AND UPPER NORTH LHN,,,,Placement Declaration (only provided to facility upon request),individual,True,247,√,
SA,FLINDERS AND UPPER NORTH LHN,,,,SA Staff Health Screening Form,individual,True,248,√,
SA,FLINDERS AND UPPER NORTH LHN,,,,SA WWCC Receipt,individual,True,249,√,
SA,FLINDERS AND UPPER NORTH LHN,,,,CRC - Name Check Only not accepted (will accept name and DOB check),individual,True,250,√,
SA,FLINDERS AND UPPER NORTH LHN,,,,Overseas CRC - for each country nurse has resided in for 12+ months within the last 10 years,individual,True,251,√,
SA,FLINDERS AND UPPER NORTH LHN,,,,Hep B,individual,True,253,√,
SA,FLINDERS AND UPPER NORTH LHN,,,,MMR,individual,True,254,√,
SA,FLINDERS AND UPPER NORTH LHN,,,,Varicella,individual,True,255,√,
SA,FLINDERS AND UPPER NORTH LHN,,,,dTpa,individual,True,256,√,
SA,FLINDERS AND UPPER NORTH LHN,,,,TB,individual,True,257,√,
SA,FLINDERS AND UPPER NORTH LHN,,,,COVID x 3,individual,True,258,√,
SA,FLINDERS AND UPPER NORTH LHN,,,,Annual Flu,individual,True,259,√,
SA,FLINDERS AND UPPER NORTH LHN,,,,AHPRA,individual,True,260,√,
SA,FLINDERS AND UPPER NORTH LHN,,,,Mobile Number,individual,True,261,√,
SA,FLINDERS AND UPPER NORTH LHN,,,,Email Address,individual,True,262,√,
SA,FLINDERS AND UPPER NORTH LHN,,,,Photo ID (Drivers Licence or Passport),individual,True,263,√,
SA,FLINDERS AND UPPER NORTH LHN,,,,Photo for ID Card,individual,True,264,√,
SA,FLINDERS AND UPPER NORTH LHN,,,,BLS,individual,True,265,√,
SA,FLINDERS AND UPPER NORTH LHN,,,Quorn Only,NDIS Receipt,individual,True,266,√,
SA,FLINDERS AND UPPER NORTH LHN,,,,Midwives - FSEP,individual,True,267,√,
SA,FLINDERS AND UPPER NORTH LHN,,,,ANTT,individual,True,269,√,
SA,FLINDERS AND UPPER NORTH LHN,,,,CBS (2 yearly),individual,True,270,√,
SA,FLINDERS AND UPPER NORTH LHN,,,,CC,individual,True,271,√,
SA,FLINDERS AND UPPER NORTH LHN,,,,CTP,individual,True,272,√,
SA,FLINDERS AND UPPER NORTH LHN,,,,Fire,individual,True,273,√,
SA,FLINDERS AND UPPER NORTH LHN,,,,HH,individual,True,274,√,
SA,FLINDERS AND UPPER NORTH LHN,,,,MH,individual,True,275,√,
SA,FLINDERS AND UPPER NORTH LHN,,,,MM,individual,True,276,√,
SA,FLINDERS AND UPPER NORTH LHN,,,,MR,individual,True,277,√,
SA,FLINDERS AND UPPER NORTH LHN,,,,OVA,individual,True,278,√,
SA,FLINDERS AND UPPER NORTH LHN,,,,PF,individual,True,279,√,
SA,Berri,Berri,,,Placement Declaration (only provided to facility upon request),individual,True,300,√,
SA,Berri,Berri,,,CRC,individual,True,301,√,
SA,Berri,Berri,,,Hep B,individual,True,303,√,
SA,Berri,Berri,,,MMR,individual,True,304,√,
SA,Berri,Berri,,,Varicella,individual,True,305,√,
SA,Berri,Berri,,,dTpa,individual,True,306,√,
SA,Berri,Berri,,,TB,individual,True,307,√,
SA,Berri,Berri,,,Photo ID (Drivers Licence or Passport),individual,True,308,√,
SA,Berri,Berri,,,SA WWCC Receipt,individual,True,309,√,
SA,Berri,Berri,,,ANTT,individual,True,311,√,
SA,Berri,Berri,,,BLS,individual,True,312,√,
SA,Berri,Berri,,,CBS (2 yearly),individual,True,313,√,
SA,Berri,Berri,,,CC,individual,True,314,√,
SA,Berri,Berri,,,CTP,individual,True,315,√,
SA,Berri,Berri,,,Fire,individual,True,316,√,
SA,Berri,Berri,,,HH,individual,True,317,√,
SA,Berri,Berri,,,MH,individual,True,318,√,
SA,Berri,Berri,,,MM,individual,True,319,√,
SA,Berri,Berri,,,MR,individual,True,320,√,
SA,Berri,Berri,,,OVA,individual,True,321,√,
SA,Berri,Berri,,,PF,individual,True,322,√,
SA,"Lameroo, Pinnaroo","Lameroo, Pinnaroo",,,Placement Declaration (only provided to facility upon request),individual,True,328,√,
SA,"Lameroo, Pinnaroo","Lameroo, Pinnaroo",,,CRC,individual,True,329,√,
SA,"Lameroo, Pinnaroo","Lameroo, Pinnaroo",,,Hep B,individual,True,331,√,
SA,"Lameroo, Pinnaroo","Lameroo, Pinnaroo",,,MMR,individual,True,332,√,
SA,"Lameroo, Pinnaroo","Lameroo, Pinnaroo",,,Varicella,individual,True,333,√,
SA,"Lameroo, Pinnaroo","Lameroo, Pinnaroo",,,dTpa,individual,True,334,√,
SA,"Lameroo, Pinnaroo","Lameroo, Pinnaroo",,,TB,individual,True,335,√,
SA,"Lameroo, Pinnaroo","Lameroo, Pinnaroo",,,Photo ID (Drivers Licence or Passport),individual,True,336,√,
SA,"Lameroo, Pinnaroo","Lameroo, Pinnaroo",,,NDIS* and SA WWCC*,individual,True,337,√,
SA,"Lameroo, Pinnaroo","Lameroo, Pinnaroo",,,ANTT,individual,True,339,√,
SA,"Lameroo, Pinnaroo","Lameroo, Pinnaroo",,,BLS,individual,True,340,√,
SA,"Lameroo, Pinnaroo","Lameroo, Pinnaroo",,,CBS (2 yearly),individual,True,341,√,
SA,"Lameroo, Pinnaroo","Lameroo, Pinnaroo",,,CC,individual,True,342,√,
SA,"Lameroo, Pinnaroo","Lameroo, Pinnaroo",,,CTP,individual,True,343,√,
SA,"Lameroo, Pinnaroo","Lameroo, Pinnaroo",,,Fire,individual,True,344,√,
SA,"Lameroo, Pinnaroo","Lameroo, Pinnaroo",,,HH,individual,True,345,√,
SA,"Lameroo, Pinnaroo","Lameroo, Pinnaroo",,,MH,individual,True,346,√,
SA,"Lameroo, Pinnaroo","Lameroo, Pinnaroo",,,MM,individual,True,347,√,
SA,"Lameroo, Pinnaroo","Lameroo, Pinnaroo",,,MR,individual,True,348,√,
SA,"Lameroo, Pinnaroo","Lameroo, Pinnaroo",,,OVA,individual,True,349,√,
SA,"Lameroo, Pinnaroo","Lameroo, Pinnaroo",,,PF,individual,True,350,√,
SA,Loxton,Loxton,,,Placement Declaration (only provided to facility upon request),individual,True,356,√,
SA,Loxton,Loxton,,,CRC,individual,True,357,√,
SA,Loxton,Loxton,,,Hep B,individual,True,359,√,
SA,Loxton,Loxton,,,MMR,individual,True,360,√,
SA,Loxton,Loxton,,,Varicella,individual,True,361,√,
SA,Loxton,Loxton,,,dTpa,individual,True,362,√,
SA,Loxton,Loxton,,,TB,individual,True,363,√,
SA,Loxton,Loxton,,,Photo ID (Drivers Licence or Passport),individual,True,364,√,
SA,Loxton,Loxton,,,All Clinical Areas (EXCEPT Aged Care) -SA WWCC Receipt,individual,True,365,√,
SA,Loxton,Loxton,,Aged Care Only,NDIS Receipt,individual,True,366,√,
SA,Loxton,Loxton,,,ANTT,individual,True,368,√,
SA,Loxton,Loxton,,,BLS,individual,True,369,√,
SA,Loxton,Loxton,,,CBS (2 yearly),individual,True,370,√,
SA,Loxton,Loxton,,,CC,individual,True,371,√,
SA,Loxton,Loxton,,,CTP,individual,True,372,√,
SA,Loxton,Loxton,,,Fire,individual,True,373,√,
SA,Loxton,Loxton,,,HH,individual,True,374,√,
SA,Loxton,Loxton,,,MH,individual,True,375,√,
SA,Loxton,Loxton,,,MM,individual,True,376,√,
SA,Loxton,Loxton,,,MR,individual,True,377,√,
SA,Loxton,Loxton,,,OVA,individual,True,378,√,
SA,Loxton,Loxton,,,PF,individual,True,379,√,
SA,Mannum,Mannum,,,Placement Declaration (only provided to facility upon request),individual,True,387,√,
SA,Mannum,Mannum,,,CRC,individual,True,388,√,
SA,Mannum,Mannum,,,Hep B,individual,True,390,√,
SA,Mannum,Mannum,,,MMR,individual,True,391,√,
SA,Mannum,Mannum,,,Varicella,individual,True,392,√,
SA,Mannum,Mannum,,,dTpa,individual,True,393,√,
SA,Mannum,Mannum,,,TB,individual,True,394,√,
SA,Mannum,Mannum,,,Photo ID (Drivers Licence or Passport),individual,True,395,√,
SA,Mannum,Mannum,,,NDIS Receipt,individual,True,396,√,
SA,Mannum,Mannum,,,SA WWCC Receipt,individual,True,397,√,
SA,Mannum,Mannum,,,ANTT,individual,True,399,√,
SA,Mannum,Mannum,,,BLS,individual,True,400,√,
SA,Mannum,Mannum,,,CBS (2 yearly),individual,True,401,√,
SA,Mannum,Mannum,,,CC,individual,True,402,√,
SA,Mannum,Mannum,,,CTP,individual,True,403,√,
SA,Mannum,Mannum,,,Fire,individual,True,404,√,
SA,Mannum,Mannum,,,HH,individual,True,405,√,
SA,Mannum,Mannum,,,MH,individual,True,406,√,
SA,Mannum,Mannum,,,MM,individual,True,407,√,
SA,Mannum,Mannum,,,MR,individual,True,408,√,
SA,Mannum,Mannum,,,OVA,individual,True,409,√,
SA,Mannum,Mannum,,,PF,individual,True,410,√,
SA,Meningie,,,,Placement Declaration,individual,True,423,√,
SA,Meningie,,,,CRC,individual,True,424,√,
SA,Meningie,,,,Hep B,individual,True,426,√,
SA,Meningie,,,,MMR,individual,True,427,√,
SA,Meningie,,,,Varicella,individual,True,428,√,
SA,Meningie,,,,dTpa,individual,True,429,√,
SA,Meningie,,,,TB,individual,True,430,√,
SA,Meningie,,,,Photo ID (Drivers Licence or Passport),individual,True,431,√,
SA,Meningie,,,,ALS (T&P) in the last 12 months,individual,True,432,√,
SA,Meningie,,,,SA WWCC Receipt,individual,True,433,√,
SA,Meningie,,,,NDIS Receipt,individual,True,434,√,
SA,Meningie,,,,ANTT,individual,True,436,√,
SA,Meningie,,,,BLS,individual,True,437,√,
SA,Meningie,,,,CBS (2 yearly),individual,True,438,√,
SA,Meningie,,,,CC,individual,True,439,√,
SA,Meningie,,,,CTP,individual,True,440,√,
SA,Meningie,,,,Fire,individual,True,441,√,
SA,Meningie,,,,HH,individual,True,442,√,
SA,Meningie,,,,MH,individual,True,443,√,
SA,Meningie,,,,MM,individual,True,444,√,
SA,Meningie,,,,MR,individual,True,445,√,
SA,Meningie,,,,OVA,individual,True,446,√,
SA,Meningie,,,,PF,individual,True,447,√,
SA,Meningie,,,,Placement Declaration (only provided to facility upon request),individual,True,448,√,
SA,Meningie,,,,CRC,individual,True,449,√,
SA,Meningie,,,,Hep B,individual,True,451,√,
SA,Meningie,,,,MMR,individual,True,452,√,
SA,Meningie,,,,Varicella,individual,True,453,√,
SA,Meningie,,,,dTpa,individual,True,454,√,
SA,Meningie,,,,TB,individual,True,455,√,
SA,Meningie,,,,Photo ID (Drivers Licence or Passport),individual,True,456,√,
SA,Meningie,,,,SA WWCC Receipt,individual,True,457,√,
SA,Meningie,,,,NDIS Receipt,individual,True,458,√,
SA,Meningie,,,,ANTT,individual,True,460,√,
SA,Meningie,,,,BLS,individual,True,461,√,
SA,Meningie,,,,CBS (2 yearly),individual,True,462,√,
SA,Meningie,,,,CC,individual,True,463,√,
SA,Meningie,,,,CTP,individual,True,464,√,
SA,Meningie,,,,Fire,individual,True,465,√,
SA,Meningie,,,,HH,individual,True,466,√,
SA,Meningie,,,,MH,individual,True,467,√,
SA,Meningie,,,,MM,individual,True,468,√,
SA,Meningie,,,,MR,individual,True,469,√,
SA,Meningie,,,,OVA,individual,True,470,√,
SA,Meningie,,,,PF,individual,True,471,√,
SA,Riverland General,Riverland General,,,Placement Declaration,individual,True,477,√,
SA,Riverland General,Riverland General,,,"CRC - only send details to facility (Provider, Reference Number, Issue Date)",individual,True,478,√,
SA,Riverland General,Riverland General,,,Hep B,individual,True,480,√,
SA,Riverland General,Riverland General,,,MMR,individual,True,481,√,
SA,Riverland General,Riverland General,,,Varicella,individual,True,482,√,
SA,Riverland General,Riverland General,,,dTpa,individual,True,483,√,
SA,Riverland General,Riverland General,,,TB,individual,True,484,√,
SA,Riverland General,Riverland General,,,Photo ID (Drivers Licence or Passport),individual,True,485,√,
SA,Riverland General,Riverland General,,ED Only,ALS,individual,True,486,√,
SA,Riverland General,Riverland General,,,SA WWCC Receipt,individual,True,487,√,
SA,Riverland General,Riverland General,,,ANTT,individual,True,489,√,
SA,Riverland General,Riverland General,,,BLS,individual,True,490,√,
SA,Riverland General,Riverland General,,,CBS (2 yearly),individual,True,491,√,
SA,Riverland General,Riverland General,,,CC,individual,True,492,√,
SA,Riverland General,Riverland General,,,CTP,individual,True,493,√,
SA,Riverland General,Riverland General,,,Fire,individual,True,494,√,
SA,Riverland General,Riverland General,,,HH,individual,True,495,√,
SA,Riverland General,Riverland General,,,MH,individual,True,496,√,
SA,Riverland General,Riverland General,,,MM,individual,True,497,√,
SA,Riverland General,Riverland General,,,MR,individual,True,498,√,
SA,Riverland General,Riverland General,,,OVA,individual,True,499,√,
SA,Riverland General,Riverland General,,,PF,individual,True,500,√,
SA,Riverland Residential,Riverland Residential,,,Placement Declaration (only provided to facility upon request),individual,True,506,√,
SA,Riverland Residential,Riverland Residential,,,CRC,individual,True,507,√,
SA,Riverland Residential,Riverland Residential,,,Hep B,individual,True,509,√,
SA,Riverland Residential,Riverland Residential,,,MMR,individual,True,510,√,
SA,Riverland Residential,Riverland Residential,,,Varicella,individual,True,511,√,
SA,Riverland Residential,Riverland Residential,,,dTpa,individual,True,512,√,
SA,Riverland Residential,Riverland Residential,,,TB,individual,True,513,√,
SA,Riverland Residential,Riverland Residential,,,Photo ID (Drivers Licence or Passport),individual,True,514,√,
SA,Riverland Residential,Riverland Residential,,,NDIS Receipt,individual,True,515,√,
SA,Riverland Residential,Riverland Residential,,,ANTT,individual,True,517,√,
SA,Riverland Residential,Riverland Residential,,,BLS,individual,True,518,√,
SA,Riverland Residential,Riverland Residential,,,CBS (2 yearly),individual,True,519,√,
SA,Riverland Residential,Riverland Residential,,,CC,individual,True,520,√,
SA,Riverland Residential,Riverland Residential,,,CTP,individual,True,521,√,
SA,Riverland Residential,Riverland Residential,,,Fire,individual,True,522,√,
SA,Riverland Residential,Riverland Residential,,,HH,individual,True,523,√,
SA,Riverland Residential,Riverland Residential,,,MH,individual,True,524,√,
SA,Riverland Residential,Riverland Residential,,,MM,individual,True,525,√,
SA,Riverland Residential,Riverland Residential,,,MR,individual,True,526,√,
SA,Riverland Residential,Riverland Residential,,,OVA,individual,True,527,√,
SA,Riverland Residential,Riverland Residential,,,PF,individual,True,528,√,
SA,"Balaklava, Riverton",,,,Placement Declaration,individual,True,567,√,
SA,"Balaklava, Riverton",,,,Photo ID (Drivers Licence or Passport),individual,True,568,√,
SA,"Balaklava, Riverton",,,,CRC,individual,True,569,√,
SA,"Balaklava, Riverton",,,,Hep B,individual,True,571,√,
SA,"Balaklava, Riverton",,,,MMR,individual,True,572,√,
SA,"Balaklava, Riverton",,,,Varicella,individual,True,573,√,
SA,"Balaklava, Riverton",,,,dTpa,individual,True,574,√,
SA,"Balaklava, Riverton",,,,TB,individual,True,575,√,
SA,"Balaklava, Riverton",,,,NDIS Receipt,individual,True,576,√,
SA,"Balaklava, Riverton",,,,ANTT,individual,True,578,√,
SA,"Balaklava, Riverton",,,,BLS,individual,True,579,√,
SA,"Balaklava, Riverton",,,,CBS (2 yearly),individual,True,580,√,
SA,"Balaklava, Riverton",,,,CC,individual,True,581,√,
SA,"Balaklava, Riverton",,,,CTP,individual,True,582,√,
SA,"Balaklava, Riverton",,,,Fire,individual,True,583,√,
SA,"Balaklava, Riverton",,,,HH,individual,True,584,√,
SA,"Balaklava, Riverton",,,,MH,individual,True,585,√,
SA,"Balaklava, Riverton",,,,MM,individual,True,586,√,
SA,"Balaklava, Riverton",,,,MR,individual,True,587,√,
SA,"Balaklava, Riverton",,,,OVA,individual,True,588,√,
SA,"Balaklava, Riverton",,,,PF,individual,True,589,√,
SA,"Balaklava, Riverton",,,,Placement Declaration (only provided to facility upon request),individual,True,590,√,
SA,"Balaklava, Riverton",,,,Photo ID (Drivers Licence or Passport),individual,True,591,√,
SA,"Balaklava, Riverton",,,,CRC,individual,True,592,√,
SA,"Balaklava, Riverton",,,,Hep B,individual,True,594,√,
SA,"Balaklava, Riverton",,,,MMR,individual,True,595,√,
SA,"Balaklava, Riverton",,,,Varicella,individual,True,596,√,
SA,"Balaklava, Riverton",,,,dTpa,individual,True,597,√,
SA,"Balaklava, Riverton",,,,TB,individual,True,598,√,
SA,"Balaklava, Riverton",,,,SA WWCC Receipt,individual,True,599,√,
SA,"Balaklava, Riverton",,,,NDIS Receipt,individual,True,600,√,
SA,"Balaklava, Riverton",,,Port Pirie Only,Agency Staff on ProAct Form  (credentialing to complete and send to jodie.lenartowicz@sa.gov.au),individual,True,601,√,
